age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
39;entrepreneur;married;secondary;no;283;yes;no;unknown;26;may;126;2;-1;0;unknown;no
32;blue-collar;divorced;unknown;yes;-274;yes;yes;unknown;23;may;456;2;-1;0;unknown;no
25;student;single;secondary;no;2354;no;no;cellular;5;feb;226;7;-1;0;unknown;yes
28;admin.;single;secondary;no;3029;yes;no;cellular;18;may;58;6;-1;0;unknown;no
41;admin.;married;secondary;no;683;no;yes;cellular;20;nov;77;1;-1;0;unknown;no
32;management;single;tertiary;no;0;no;no;cellular;19;nov;57;1;-1;0;unknown;no
41;services;married;secondary;no;1717;yes;no;cellular;8;may;520;2;343;3;other;no
59;management;married;tertiary;no;2143;yes;no;cellular;28;jan;59;1;268;1;failure;no
43;blue-collar;married;secondary;no;3549;yes;no;cellular;15;may;7;5;-1;0;unknown;no
50;blue-collar;married;primary;no;0;no;no;unknown;5;may;233;3;-1;0;unknown;no
35;management;married;tertiary;no;300;yes;no;cellular;15;jul;555;2;-1;0;unknown;no
31;technician;single;tertiary;no;882;no;no;cellular;4;sep;293;1;93;1;success;yes
52;technician;divorced;secondary;no;280;no;no;cellular;14;jul;393;5;-1;0;unknown;no
63;housemaid;married;primary;no;333;no;no;telephone;1;oct;321;1;-1;0;unknown;no
56;technician;married;tertiary;no;655;yes;yes;cellular;8;apr;326;1;-1;0;unknown;no
41;blue-collar;married;secondary;no;780;yes;no;cellular;15;may;432;3;-1;0;unknown;no
53;entrepreneur;single;unknown;no;202;no;no;cellular;28;jul;106;3;-1;0;unknown;no
33;blue-collar;married;secondary;no;1834;yes;no;cellular;7;jul;117;3;-1;0;unknown;no
53;retired;married;primary;no;383;yes;no;unknown;14;may;171;1;-1;0;unknown;no
34;technician;married;tertiary;no;8463;no;no;cellular;13;aug;80;2;-1;0;unknown;no
38;unemployed;single;secondary;no;2470;yes;no;cellular;4;feb;131;1;230;1;other;no
41;management;married;tertiary;no;2676;no;no;cellular;28;aug;210;4;-1;0;unknown;no
35;management;single;secondary;no;1031;yes;no;cellular;22;jul;254;1;-1;0;unknown;no
28;technician;single;secondary;yes;-1042;yes;no;unknown;6;jun;712;2;-1;0;unknown;yes
38;admin.;single;secondary;no;2470;no;no;telephone;31;oct;227;1;-1;0;unknown;yes
22;student;single;secondary;no;364;yes;no;unknown;15;may;282;1;-1;0;unknown;no
39;unemployed;divorced;secondary;no;6322;no;no;unknown;8;may;184;1;-1;0;unknown;no
42;admin.;married;secondary;no;208;yes;no;unknown;27;may;75;2;-1;0;unknown;no
39;technician;single;secondary;no;300;no;no;cellular;10;sep;315;6;394;1;failure;no
31;technician;married;secondary;no;6699;no;no;cellular;4;aug;436;1;-1;0;unknown;no
35;self-employed;married;secondary;no;0;yes;no;telephone;7;jul;126;4;-1;0;unknown;no
36;technician;married;secondary;no;264;yes;yes;cellular;9;jul;482;1;-1;0;unknown;no
37;management;married;tertiary;no;1967;yes;no;cellular;27;may;774;1;-1;0;unknown;no
50;unknown;married;primary;no;341;yes;yes;cellular;20;apr;670;4;340;2;success;yes
51;admin.;divorced;secondary;no;14215;no;no;cellular;13;aug;131;2;-1;0;unknown;no
34;admin.;single;tertiary;no;-199;no;yes;cellular;8;jul;130;1;-1;0;unknown;no
31;management;single;tertiary;no;924;no;no;cellular;5;jun;207;2;98;1;success;yes
30;blue-collar;single;secondary;no;435;yes;yes;unknown;23;may;128;1;-1;0;unknown;no
41;entrepreneur;married;primary;no;759;yes;no;unknown;4;jun;79;10;-1;0;unknown;no
49;management;married;tertiary;yes;-24;no;no;cellular;18;nov;132;3;-1;0;unknown;no
25;admin.;single;secondary;no;507;yes;no;cellular;15;may;832;1;367;3;failure;yes
42;services;married;secondary;no;-1;yes;no;cellular;8;jul;38;2;-1;0;unknown;no
45;services;single;primary;no;1893;yes;no;unknown;3;jun;1259;6;-1;0;unknown;yes
56;blue-collar;divorced;primary;no;12;no;no;cellular;8;jul;226;1;-1;0;unknown;no
60;admin.;married;secondary;no;7336;no;no;cellular;31;mar;494;1;-1;0;unknown;no
18;student;single;unknown;no;35;no;no;telephone;21;aug;104;2;-1;0;unknown;no
47;unknown;married;unknown;no;0;no;no;unknown;6;jun;466;2;-1;0;unknown;no
42;unemployed;married;tertiary;no;0;no;no;cellular;8;oct;113;1;-1;0;unknown;no
59;technician;married;secondary;no;3562;no;no;cellular;13;aug;121;1;-1;0;unknown;no
37;blue-collar;married;unknown;no;1508;no;yes;unknown;6;jun;381;2;-1;0;unknown;yes
30;management;married;tertiary;no;1403;no;no;cellular;6;aug;136;4;-1;0;unknown;no
32;admin.;single;secondary;no;1649;no;no;cellular;27;may;204;2;-1;0;unknown;no
27;self-employed;single;tertiary;no;4574;no;no;cellular;12;aug;187;2;-1;0;unknown;no
44;management;married;tertiary;no;3091;yes;no;unknown;17;jun;331;4;-1;0;unknown;no
39;management;married;tertiary;no;1070;yes;yes;cellular;9;jul;71;1;-1;0;unknown;no
43;technician;married;secondary;no;10;no;no;cellular;26;aug;301;16;-1;0;unknown;no
40;management;married;tertiary;no;342;yes;no;cellular;13;may;133;4;-1;0;unknown;no
30;technician;single;secondary;no;57;no;no;cellular;2;feb;465;2;-1;0;unknown;no
31;management;single;tertiary;no;4331;yes;no;cellular;22;jul;318;1;-1;0;unknown;no
46;technician;married;secondary;no;231;yes;no;unknown;3;jun;117;1;-1;0;unknown;no
26;housemaid;married;tertiary;no;543;no;no;cellular;30;jan;169;3;-1;0;unknown;no
42;blue-collar;married;secondary;no;-336;yes;no;cellular;13;may;318;3;303;2;failure;no
29;services;single;secondary;no;192;no;no;cellular;30;jan;327;4;-1;0;unknown;no
31;technician;single;secondary;no;44;no;no;cellular;2;feb;200;5;175;2;failure;no
30;blue-collar;single;secondary;no;1073;yes;no;cellular;5;may;1130;4;-1;0;unknown;no
46;admin.;married;secondary;no;2533;no;no;cellular;4;aug;282;1;-1;0;unknown;no
47;services;married;unknown;no;11;no;no;cellular;8;aug;455;4;-1;0;unknown;no
29;management;single;tertiary;no;499;yes;no;cellular;15;may;338;1;-1;0;unknown;no
45;blue-collar;married;secondary;no;1144;yes;no;unknown;22;oct;676;1;-1;0;unknown;yes
27;admin.;single;secondary;no;6492;no;no;cellular;6;feb;7;6;-1;0;unknown;no
45;technician;divorced;secondary;no;1738;no;no;cellular;7;aug;114;2;-1;0;unknown;no
44;management;married;tertiary;no;-600;yes;no;cellular;18;aug;360;1;-1;0;unknown;no
48;management;divorced;tertiary;no;507;yes;no;cellular;9;apr;528;1;-1;0;unknown;no
35;management;married;tertiary;no;1012;no;no;unknown;9;jun;105;1;-1;0;unknown;no
31;admin.;single;secondary;no;554;yes;no;cellular;5;feb;94;1;-1;0;unknown;no
40;management;single;tertiary;no;1265;yes;no;unknown;7;may;97;1;-1;0;unknown;no
52;admin.;divorced;secondary;no;0;yes;no;unknown;26;may;206;1;-1;0;unknown;no
41;self-employed;married;secondary;no;20;no;no;unknown;5;jun;333;1;-1;0;unknown;no
39;entrepreneur;married;secondary;no;689;no;no;cellular;30;jul;240;3;-1;0;unknown;no
53;blue-collar;married;primary;no;4641;no;no;unknown;16;jun;356;2;-1;0;unknown;no
51;technician;married;secondary;no;-396;yes;no;cellular;29;jul;179;6;-1;0;unknown;no
27;technician;single;secondary;no;629;yes;yes;unknown;18;jun;680;2;-1;0;unknown;no
40;management;married;tertiary;no;409;no;no;cellular;19;aug;111;2;-1;0;unknown;no
32;technician;married;secondary;no;2802;no;no;cellular;20;aug;157;2;-1;0;unknown;no
59;management;married;unknown;no;8674;no;no;cellular;5;mar;64;1;-1;0;unknown;no
47;blue-collar;divorced;secondary;yes;0;no;yes;unknown;26;jun;622;3;-1;0;unknown;no
53;management;married;tertiary;no;761;no;yes;cellular;28;aug;85;6;-1;0;unknown;no
47;technician;divorced;secondary;no;431;no;yes;unknown;17;jun;388;9;-1;0;unknown;no
52;services;married;secondary;no;961;no;yes;cellular;18;feb;222;1;553;4;failure;yes
35;technician;single;secondary;no;1609;yes;no;unknown;30;may;288;3;-1;0;unknown;no
36;technician;single;secondary;no;1102;no;no;telephone;6;feb;236;4;-1;0;unknown;no
26;blue-collar;single;primary;no;-887;yes;no;cellular;18;may;827;2;-1;0;unknown;yes
74;retired;divorced;tertiary;no;3810;yes;no;cellular;17;may;492;1;-1;0;unknown;no
35;admin.;divorced;secondary;no;404;yes;no;cellular;6;may;438;1;-1;0;unknown;no
31;technician;single;secondary;no;1;no;no;cellular;22;aug;107;2;-1;0;unknown;no
32;services;single;secondary;no;1659;yes;no;unknown;30;may;120;6;-1;0;unknown;no
42;retired;married;primary;no;127;no;yes;cellular;17;jul;199;2;-1;0;unknown;no
32;management;single;tertiary;no;2059;no;no;cellular;4;feb;886;2;-1;0;unknown;no
51;admin.;married;secondary;no;227;no;no;cellular;5;aug;231;1;-1;0;unknown;no
60;admin.;married;secondary;no;4120;yes;yes;unknown;30;may;422;2;-1;0;unknown;no
37;management;married;tertiary;no;5432;yes;yes;unknown;20;may;774;1;-1;0;unknown;no
39;technician;married;secondary;no;2765;yes;yes;unknown;20;jun;116;3;-1;0;unknown;no
30;technician;married;secondary;no;-206;yes;yes;cellular;15;may;133;1;-1;0;unknown;no
47;blue-collar;married;secondary;no;2215;no;no;cellular;8;aug;194;4;-1;0;unknown;no
35;admin.;single;secondary;no;414;yes;no;unknown;13;may;386;2;-1;0;unknown;no
27;blue-collar;single;primary;no;0;yes;no;cellular;23;jul;213;1;-1;0;unknown;no
73;retired;married;tertiary;no;448;no;no;cellular;24;mar;136;1;-1;0;unknown;yes
56;retired;married;secondary;no;0;no;no;telephone;31;jul;45;2;-1;0;unknown;no
57;services;divorced;secondary;no;4664;no;no;cellular;21;nov;22;4;114;1;failure;no
39;blue-collar;married;secondary;no;94;yes;yes;cellular;19;nov;181;1;-1;0;unknown;no
57;housemaid;divorced;primary;no;492;no;no;telephone;21;nov;181;2;-1;0;unknown;no
34;blue-collar;married;secondary;no;-61;yes;no;unknown;27;may;128;1;-1;0;unknown;no
34;admin.;single;secondary;no;266;yes;no;cellular;6;apr;437;2;-1;0;unknown;no
36;services;married;unknown;no;618;no;no;cellular;13;jul;360;1;335;2;success;yes
34;blue-collar;married;secondary;no;393;yes;no;cellular;5;may;11;9;-1;0;unknown;no
39;admin.;married;secondary;no;3732;yes;no;cellular;18;nov;515;1;181;2;failure;no
53;blue-collar;married;primary;no;306;no;no;cellular;28;jul;388;3;181;1;success;yes
47;services;divorced;secondary;no;-288;yes;no;unknown;28;may;107;7;-1;0;unknown;no
37;technician;single;secondary;no;2544;yes;no;unknown;30;may;120;3;-1;0;unknown;no
23;admin.;single;secondary;no;5;no;no;unknown;12;may;413;1;-1;0;unknown;no
52;management;divorced;tertiary;no;12;yes;no;unknown;30;may;33;5;-1;0;unknown;no
55;technician;married;secondary;no;-14;yes;no;cellular;12;may;82;4;-1;0;unknown;no
52;management;divorced;tertiary;no;0;yes;yes;cellular;30;jul;278;3;-1;0;unknown;no
37;management;divorced;tertiary;no;2519;yes;no;cellular;19;nov;58;1;-1;0;unknown;no
37;blue-collar;married;primary;no;403;yes;no;cellular;8;may;318;2;338;1;success;no
34;management;single;tertiary;no;2412;yes;no;unknown;21;may;154;2;-1;0;unknown;no
37;blue-collar;married;secondary;no;0;no;no;unknown;27;may;33;6;-1;0;unknown;no
30;management;single;tertiary;no;499;yes;no;cellular;21;may;145;1;281;3;failure;no
41;blue-collar;married;primary;no;3803;yes;no;cellular;20;nov;611;3;-1;0;unknown;no
34;management;married;tertiary;no;0;no;no;cellular;6;aug;139;2;-1;0;unknown;no
42;management;married;tertiary;no;687;no;no;cellular;11;aug;667;2;-1;0;unknown;no
35;technician;single;secondary;no;11423;yes;no;unknown;23;may;107;1;-1;0;unknown;no
31;management;single;tertiary;no;3142;yes;no;cellular;18;jul;164;1;-1;0;unknown;no
40;admin.;married;secondary;no;3234;no;no;unknown;6;jun;82;1;-1;0;unknown;no
27;services;single;secondary;no;-72;yes;no;cellular;5;may;276;1;309;9;failure;no
48;management;married;tertiary;no;1519;no;no;cellular;25;aug;360;5;-1;0;unknown;no
30;unemployed;married;tertiary;no;1067;no;no;cellular;4;feb;78;2;-1;0;unknown;no
33;management;married;tertiary;no;22867;yes;no;cellular;10;nov;266;2;92;3;failure;yes
42;management;married;tertiary;no;36;no;no;cellular;21;nov;664;3;-1;0;unknown;yes
57;services;married;secondary;no;1113;no;no;cellular;26;aug;264;20;-1;0;unknown;no
58;retired;married;tertiary;no;2199;no;no;telephone;21;oct;65;1;-1;0;unknown;no
41;blue-collar;married;primary;no;0;no;no;cellular;31;jul;22;2;-1;0;unknown;no
33;blue-collar;married;primary;no;5151;yes;yes;cellular;20;nov;73;1;178;4;failure;no
36;unemployed;married;secondary;no;608;yes;no;cellular;2;feb;114;1;263;3;other;no
28;management;single;tertiary;no;1584;yes;no;cellular;1;sep;222;2;-1;0;unknown;yes
33;admin.;married;secondary;no;105;yes;no;unknown;26;may;122;4;-1;0;unknown;no
57;services;married;secondary;no;530;yes;no;telephone;15;may;10;7;360;7;failure;no
42;technician;married;secondary;no;219;yes;yes;cellular;7;aug;186;3;-1;0;unknown;no
32;management;single;tertiary;no;354;no;no;cellular;4;mar;177;2;133;5;other;yes
55;management;married;secondary;no;0;yes;no;unknown;13;may;309;2;-1;0;unknown;no
29;admin.;single;secondary;no;3432;yes;no;cellular;17;apr;139;2;-1;0;unknown;no
57;management;married;tertiary;no;830;yes;yes;cellular;8;may;662;1;367;1;success;yes
35;management;married;tertiary;no;1942;yes;no;unknown;8;may;249;1;-1;0;unknown;no
33;blue-collar;married;secondary;no;315;no;no;cellular;4;feb;146;3;-1;0;unknown;yes
56;blue-collar;married;primary;no;0;no;no;cellular;7;aug;152;6;-1;0;unknown;no
50;housemaid;divorced;secondary;no;0;no;no;cellular;19;nov;126;1;-1;0;unknown;no
37;admin.;single;secondary;no;4803;no;no;cellular;15;jan;396;2;-1;0;unknown;yes
43;management;divorced;secondary;no;693;yes;no;unknown;5;may;124;3;-1;0;unknown;no
44;technician;married;primary;no;7800;yes;no;cellular;19;nov;250;1;-1;0;unknown;no
44;blue-collar;married;secondary;no;6491;yes;no;cellular;19;nov;126;2;174;1;failure;no
35;technician;single;tertiary;no;364;no;yes;cellular;9;jul;247;3;-1;0;unknown;no
32;services;single;secondary;no;2459;yes;yes;unknown;23;may;162;1;-1;0;unknown;no
23;student;single;secondary;no;151;yes;no;unknown;9;may;97;1;-1;0;unknown;no
57;retired;single;secondary;no;-609;no;yes;cellular;21;jul;168;1;-1;0;unknown;no
40;blue-collar;married;primary;no;104;yes;no;cellular;13;may;277;2;343;2;failure;no
40;management;married;tertiary;no;11;yes;no;cellular;18;nov;65;2;-1;0;unknown;no
51;blue-collar;married;secondary;no;1329;yes;yes;telephone;17;apr;150;2;287;2;failure;no
35;technician;married;secondary;no;883;yes;no;cellular;7;may;333;1;351;1;failure;no
37;blue-collar;married;secondary;no;-308;yes;no;cellular;13;may;168;4;310;11;failure;no
40;self-employed;single;tertiary;no;41;no;no;telephone;29;aug;104;2;-1;0;unknown;no
40;services;married;secondary;no;5248;yes;yes;cellular;20;nov;194;4;188;8;other;no
39;technician;divorced;secondary;no;902;yes;no;cellular;10;feb;691;2;180;5;failure;yes
57;retired;single;unknown;no;411;no;yes;cellular;31;jul;45;29;-1;0;unknown;no
39;blue-collar;married;secondary;no;164;yes;no;telephone;15;may;26;6;373;2;failure;no
27;blue-collar;married;primary;no;300;no;yes;cellular;22;jul;209;2;-1;0;unknown;no
37;admin.;married;secondary;no;960;no;no;telephone;18;nov;50;3;-1;0;unknown;no
49;services;married;primary;no;0;yes;no;cellular;21;nov;13;2;192;1;other;no
49;services;single;unknown;no;5095;yes;no;cellular;20;nov;127;2;157;1;failure;no
60;admin.;divorced;secondary;no;3020;yes;no;unknown;15;may;131;1;-1;0;unknown;no
30;services;married;secondary;no;271;yes;no;unknown;15;may;365;1;-1;0;unknown;no
33;management;married;secondary;no;-14;yes;no;cellular;20;apr;856;3;-1;0;unknown;no
32;technician;single;tertiary;no;257;yes;no;unknown;2;jun;183;5;-1;0;unknown;no
54;technician;married;tertiary;no;876;no;no;cellular;27;oct;269;3;541;3;success;yes
32;technician;single;secondary;no;0;yes;yes;unknown;6;may;135;3;-1;0;unknown;no
33;unemployed;married;tertiary;no;123;no;no;cellular;19;aug;207;3;-1;0;unknown;no
29;management;single;tertiary;no;330;yes;no;unknown;21;may;315;1;-1;0;unknown;no
55;self-employed;married;primary;no;0;no;no;cellular;8;aug;138;2;-1;0;unknown;no
44;unknown;married;unknown;no;722;yes;no;telephone;22;jul;269;2;-1;0;unknown;no
32;blue-collar;married;secondary;no;2;yes;no;cellular;15;may;16;9;309;1;failure;no
31;blue-collar;married;primary;no;2;yes;yes;cellular;10;jul;112;1;-1;0;unknown;no
38;management;single;tertiary;no;427;yes;no;cellular;6;may;17;3;169;2;failure;no
58;management;divorced;tertiary;no;0;no;no;cellular;17;nov;107;1;-1;0;unknown;no
28;admin.;married;secondary;no;17;yes;no;cellular;18;jul;269;1;-1;0;unknown;no
30;technician;single;tertiary;no;2784;no;no;cellular;11;aug;161;1;-1;0;unknown;no
50;services;married;secondary;no;57435;yes;no;cellular;21;nov;319;3;-1;0;unknown;no
33;blue-collar;single;secondary;no;1387;no;no;cellular;5;feb;185;1;-1;0;unknown;no
27;blue-collar;single;secondary;no;228;no;no;cellular;9;jul;799;6;-1;0;unknown;no
39;management;married;secondary;no;6012;no;no;telephone;19;nov;140;1;119;2;failure;no
37;technician;divorced;secondary;no;630;yes;no;cellular;20;apr;28;2;-1;0;unknown;no
45;management;divorced;primary;no;274;no;yes;cellular;4;feb;101;1;-1;0;unknown;no
53;entrepreneur;married;secondary;no;230;yes;no;cellular;4;feb;56;2;250;1;other;no
36;self-employed;single;tertiary;no;4752;yes;no;unknown;21;may;446;2;-1;0;unknown;no
32;technician;single;secondary;no;316;no;no;cellular;26;aug;137;2;-1;0;unknown;no
29;admin.;single;secondary;no;2768;yes;no;cellular;29;jan;69;1;241;4;failure;no
45;housemaid;married;primary;no;3512;no;no;cellular;16;apr;96;1;-1;0;unknown;no
58;retired;divorced;primary;no;593;no;yes;unknown;9;jun;204;2;-1;0;unknown;no
43;management;single;tertiary;no;1696;yes;no;cellular;26;aug;257;1;474;3;failure;yes
26;admin.;single;secondary;no;1099;no;no;cellular;15;jan;99;2;225;13;other;no
42;technician;married;tertiary;no;1079;no;no;cellular;31;jul;61;2;-1;0;unknown;no
34;entrepreneur;married;secondary;no;3994;no;yes;cellular;28;jul;188;3;-1;0;unknown;no
31;services;married;secondary;no;891;yes;no;unknown;21;may;44;3;-1;0;unknown;no
59;management;married;secondary;no;771;no;no;telephone;13;may;125;2;370;3;failure;no
28;blue-collar;married;secondary;no;258;yes;no;cellular;24;jul;134;1;-1;0;unknown;no
32;management;married;tertiary;no;6138;no;no;cellular;3;sep;251;3;36;11;success;no
49;technician;married;secondary;no;2497;yes;no;unknown;29;may;99;1;-1;0;unknown;no
39;management;married;tertiary;no;272;yes;no;cellular;9;apr;85;1;325;1;other;no
38;management;single;secondary;no;53;no;no;unknown;9;jun;280;1;-1;0;unknown;no
41;services;married;unknown;yes;-1;no;yes;cellular;30;jul;1171;4;-1;0;unknown;yes
39;technician;married;secondary;no;381;yes;no;cellular;11;may;758;1;347;2;failure;no
32;services;married;secondary;no;-538;no;yes;cellular;15;may;233;1;353;1;failure;no
39;blue-collar;single;secondary;no;254;no;no;cellular;27;may;128;4;-1;0;unknown;no
57;blue-collar;married;primary;no;24;no;no;unknown;16;jun;109;2;-1;0;unknown;no
43;management;married;tertiary;no;1188;no;no;cellular;27;may;140;2;-1;0;unknown;no
30;technician;single;tertiary;no;0;no;no;cellular;22;aug;34;2;-1;0;unknown;no
45;technician;divorced;secondary;no;299;yes;no;cellular;28;jan;368;1;-1;0;unknown;no
49;blue-collar;married;primary;no;2356;no;yes;telephone;14;jul;236;2;-1;0;unknown;no
33;blue-collar;single;secondary;no;0;no;no;telephone;25;jul;511;1;-1;0;unknown;no
60;retired;married;tertiary;no;0;no;no;telephone;14;jul;363;3;-1;0;unknown;no
46;blue-collar;married;secondary;no;1232;no;yes;cellular;3;feb;300;3;195;8;other;no
38;technician;single;secondary;no;50;no;no;cellular;29;aug;98;2;-1;0;unknown;no
36;services;married;secondary;no;387;yes;no;unknown;23;may;232;1;-1;0;unknown;no
38;self-employed;married;secondary;no;746;no;no;unknown;20;jun;256;3;-1;0;unknown;no
34;blue-collar;married;primary;no;329;yes;no;cellular;17;apr;952;1;343;1;failure;yes
46;management;divorced;tertiary;no;10469;yes;no;cellular;1;apr;202;2;-1;0;unknown;no
57;retired;married;primary;no;341;yes;no;telephone;18;may;27;10;-1;0;unknown;no
44;technician;divorced;secondary;no;1196;yes;no;unknown;27;may;202;1;-1;0;unknown;no
28;technician;single;secondary;no;122;no;no;cellular;3;feb;155;4;-1;0;unknown;no
60;technician;married;secondary;no;0;no;no;cellular;19;aug;83;2;-1;0;unknown;no
45;services;married;secondary;no;0;no;no;cellular;5;aug;196;2;-1;0;unknown;no
35;blue-collar;married;secondary;no;1209;yes;no;unknown;26;may;304;3;-1;0;unknown;no
21;student;single;secondary;no;2488;no;no;cellular;12;oct;180;1;-1;0;unknown;yes
37;technician;single;secondary;no;2442;no;no;cellular;16;feb;91;3;-1;0;unknown;yes
37;management;married;tertiary;no;0;yes;no;unknown;9;may;59;1;-1;0;unknown;no
27;admin.;married;secondary;no;133;yes;yes;unknown;9;may;338;4;-1;0;unknown;no
41;admin.;married;secondary;no;3138;no;no;cellular;14;sep;409;1;398;1;failure;yes
59;retired;married;unknown;no;178;yes;no;telephone;11;jul;330;2;-1;0;unknown;no
43;blue-collar;married;secondary;no;0;yes;yes;unknown;29;may;242;1;-1;0;unknown;no
39;self-employed;married;secondary;no;656;no;no;cellular;29;jan;309;3;-1;0;unknown;no
70;retired;married;primary;no;579;no;no;cellular;11;feb;82;2;181;1;failure;no
59;unemployed;married;secondary;no;4497;yes;no;cellular;4;feb;213;1;251;1;failure;no
26;blue-collar;single;secondary;yes;-8019;no;yes;cellular;7;jul;299;3;-1;0;unknown;no
57;management;married;tertiary;no;10583;no;no;cellular;25;mar;272;1;178;6;success;yes
43;entrepreneur;married;tertiary;no;396;no;no;unknown;11;jun;105;3;-1;0;unknown;no
40;housemaid;divorced;secondary;no;1194;yes;no;cellular;12;may;517;1;173;2;failure;no
57;technician;divorced;secondary;no;910;yes;no;unknown;3;jun;183;2;-1;0;unknown;no
30;admin.;single;secondary;no;-635;no;no;cellular;25;jul;250;1;-1;0;unknown;no
40;services;married;secondary;no;113;yes;no;unknown;4;jun;126;1;-1;0;unknown;no
32;technician;married;tertiary;no;1352;no;no;cellular;20;nov;221;3;-1;0;unknown;no
34;blue-collar;single;primary;no;-109;yes;no;cellular;15;jul;860;4;-1;0;unknown;yes
37;management;single;tertiary;no;23867;no;no;unknown;20;may;188;3;-1;0;unknown;no
29;management;married;tertiary;no;1;yes;yes;unknown;16;may;49;1;-1;0;unknown;no
33;blue-collar;divorced;unknown;yes;-274;yes;yes;cellular;17;apr;715;2;329;2;failure;yes
33;blue-collar;single;secondary;no;381;yes;no;cellular;7;may;1957;1;-1;0;unknown;no
41;services;married;secondary;no;639;yes;no;unknown;8;may;1187;2;-1;0;unknown;no
43;management;married;tertiary;no;438;no;no;unknown;17;jun;355;2;-1;0;unknown;no
43;admin.;divorced;secondary;no;3350;yes;yes;unknown;29;may;488;1;-1;0;unknown;no
32;blue-collar;married;unknown;no;1267;yes;no;cellular;18;may;66;2;-1;0;unknown;no
58;management;single;tertiary;no;331;no;yes;cellular;28;jul;82;3;-1;0;unknown;no
32;admin.;single;secondary;no;2326;yes;no;unknown;20;jun;62;3;-1;0;unknown;no
29;self-employed;single;tertiary;no;7752;no;no;cellular;3;jun;180;1;-1;0;unknown;no
33;blue-collar;single;primary;no;447;yes;no;unknown;9;may;180;2;-1;0;unknown;no
53;technician;married;unknown;no;8605;no;no;cellular;29;jul;635;3;-1;0;unknown;no
48;entrepreneur;single;tertiary;no;2313;no;no;unknown;6;jun;130;1;-1;0;unknown;no
56;management;divorced;secondary;no;278;yes;no;unknown;17;jun;269;1;-1;0;unknown;no
32;blue-collar;single;secondary;no;400;no;no;cellular;4;may;268;3;-1;0;unknown;yes
56;services;married;secondary;no;2658;yes;no;unknown;15;may;302;1;-1;0;unknown;no
25;student;single;secondary;no;520;yes;no;cellular;7;may;236;1;-1;0;unknown;no
48;retired;married;secondary;no;264;yes;yes;cellular;17;nov;107;2;-1;0;unknown;no
34;management;single;tertiary;no;0;yes;no;unknown;2;jun;83;1;-1;0;unknown;no
62;housemaid;married;tertiary;no;1528;no;no;cellular;14;apr;496;1;-1;0;unknown;yes
33;management;single;tertiary;no;112;no;no;cellular;22;aug;112;4;-1;0;unknown;no
35;management;married;tertiary;no;854;no;yes;cellular;19;aug;133;20;-1;0;unknown;no
56;management;married;secondary;no;1502;no;no;telephone;31;jul;119;11;-1;0;unknown;no
38;admin.;single;secondary;no;10;no;no;cellular;1;apr;117;1;-1;0;unknown;no
46;blue-collar;married;secondary;no;1728;yes;no;unknown;26;may;50;2;-1;0;unknown;no
47;self-employed;married;tertiary;no;2303;yes;no;cellular;6;may;323;2;364;1;failure;no
32;technician;married;secondary;no;1214;yes;no;cellular;20;apr;53;1;-1;0;unknown;no
37;management;married;unknown;no;247;no;no;cellular;2;feb;192;2;208;1;failure;no
51;services;married;secondary;no;0;no;yes;unknown;26;jun;565;3;-1;0;unknown;no
38;self-employed;married;tertiary;no;327;yes;no;cellular;6;may;69;2;-1;0;unknown;no
25;blue-collar;married;secondary;no;4280;no;yes;cellular;8;jul;148;2;-1;0;unknown;no
32;services;married;secondary;no;983;yes;no;cellular;20;nov;500;2;133;1;failure;yes
32;admin.;single;unknown;no;393;no;no;cellular;3;feb;169;2;-1;0;unknown;no
34;services;single;primary;no;496;yes;no;cellular;5;feb;173;1;-1;0;unknown;no
33;technician;single;tertiary;no;5234;no;no;unknown;2;jun;213;3;-1;0;unknown;no
53;admin.;married;secondary;no;8449;no;no;cellular;12;aug;123;2;-1;0;unknown;no
32;management;single;tertiary;no;715;no;no;cellular;11;aug;159;1;-1;0;unknown;no
54;blue-collar;married;secondary;no;532;yes;no;unknown;14;may;220;1;-1;0;unknown;no
41;management;married;tertiary;no;371;yes;no;cellular;28;jul;81;8;-1;0;unknown;no
39;blue-collar;married;secondary;no;327;yes;no;unknown;20;may;244;1;-1;0;unknown;no
44;housemaid;married;primary;no;241;yes;no;telephone;14;jul;164;3;-1;0;unknown;no
47;blue-collar;married;secondary;no;812;yes;no;unknown;29;may;68;1;-1;0;unknown;no
47;management;married;secondary;no;7;no;no;cellular;8;aug;175;2;-1;0;unknown;no
46;unemployed;married;secondary;no;2940;yes;no;unknown;29;may;195;2;-1;0;unknown;no
43;technician;married;secondary;no;1937;yes;no;unknown;5;may;181;1;-1;0;unknown;no
41;management;divorced;tertiary;no;1757;no;no;cellular;26;aug;515;13;-1;0;unknown;no
49;blue-collar;married;secondary;no;55;no;no;unknown;11;jun;112;4;-1;0;unknown;no
63;retired;divorced;secondary;no;4833;no;no;cellular;14;aug;415;1;-1;0;unknown;no
30;management;single;tertiary;no;4808;no;no;cellular;10;mar;272;1;-1;0;unknown;yes
32;admin.;single;secondary;no;5;yes;yes;cellular;13;aug;200;1;127;1;failure;no
58;services;married;secondary;no;553;no;yes;telephone;17;jul;109;3;-1;0;unknown;no
45;housemaid;single;primary;no;959;yes;no;telephone;6;feb;156;2;-1;0;unknown;no
